condition,key,sisnr_i,relative_band,condition_p10,condition_median,condition_p75,failure_cause,primary_mismatch_rate,secondary_mismatch_rate,ecapa_mismatch_rate,ecapa_true_swap_rate,local_wave_gap_mean,speaker_similarity,target_spk,interferer_spk,waveform_interferer_rate,ecapa_speaker_mismatch_rate,content_similarity
similar_speaker,1089-134686-0000_121-127105-0031__T1__1089-1089-134686-0000__SIM__8230-8230-279154-0032,21.94760862887076,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.3333333333333333,0.0,54.81974994010062,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0000_121-127105-0031__T2__121-121-127105-0031__SIM__3729-3729-6852-0011,17.061734245760544,below_median,10.992472225523958,18.491478765117186,20.64248151413053,identity_disagreement_without_waveform_swap,0.0,0.15384615384615385,0.23076923076923078,0.0,47.106662022759835,0.35364586114883423,121,3729,,,
similar_speaker,1089-134686-0000_260-123440-0016__T1__1089-1089-134686-0000__SIM__8230-8230-279154-0032,21.94760840262493,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.3333333333333333,0.0,54.819736408498585,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0000_260-123440-0016__T2__260-260-123440-0016__SIM__672-672-122797-0023,15.206224779574283,below_median,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.75,0.0,58.483368658292726,0.5427588224411011,260,672,,,
similar_speaker,1089-134686-0000_61-70968-0047__T1__1089-1089-134686-0000__SIM__8230-8230-279154-0008,22.068565619166552,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.3333333333333333,0.0,52.5599865878716,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0000_61-70968-0047__T2__61-61-70968-0047__SIM__7176-7176-92135-0038,8.373899543589625,relative_tail_le_p10,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,45.99029110526789,0.5299987196922302,61,7176,,,
similar_speaker,1089-134686-0002_7729-102255-0037__T1__1089-1089-134686-0002__SIM__8230-8230-279154-0035,22.711954455173558,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,51.41167219525687,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0002_7729-102255-0037__T2__7729-7729-102255-0037__SIM__7176-7176-92135-0014,17.072187104844915,below_median,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.047619047619047616,0.0,47.166900897613445,0.3512346148490906,7729,7176,,,
similar_speaker,1089-134686-0004_1284-1180-0027__T1__1089-1089-134686-0004__SIM__8230-8230-279154-0018,23.572660405892755,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.2222222222222222,0.0,50.78970637176715,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0004_1284-1180-0027__T2__1284-1284-1180-0027__SIM__4446-4446-2275-0016,20.827014752177423,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.4,0.0,58.027278584550956,0.4268406331539154,1284,4446,,,
similar_speaker,1089-134686-0004_6829-68771-0005__T1__1089-1089-134686-0004__SIM__8230-8230-279154-0035,21.09406415133282,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.1111111111111111,0.0,46.72477220611712,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0004_6829-68771-0005__T2__6829-6829-68771-0005__SIM__4970-4970-29093-0020,20.20695202292199,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.4444444444444444,0.0,52.589089264980174,0.40176182985305786,6829,4970,,,
similar_speaker,1089-134686-0004_8463-294828-0016__T1__1089-1089-134686-0004__SIM__8230-8230-279154-0041,22.487806433076365,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.2222222222222222,0.0,59.01908947910312,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0004_8463-294828-0016__T2__8463-8463-294828-0016__SIM__4992-4992-41797-0005,19.86666965693628,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.2,0.0,61.84258989525025,0.41076433658599854,8463,4992,,,
similar_speaker,1089-134686-0005_7176-92135-0020__T1__1089-1089-134686-0005__SIM__8230-8230-279154-0016,23.18702308115666,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,identity_disagreement_without_waveform_swap,0.0,0.05555555555555555,0.16666666666666666,0.0,59.20832637347954,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0005_7176-92135-0020__T2__7176-7176-92135-0020__SIM__61-61-70968-0054,11.855051084657264,below_median,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.5384615384615384,0.0,47.853269433764765,0.5299987196922302,7176,61,,,
similar_speaker,1089-134686-0006_1580-141083-0022__T1__1089-1089-134686-0006__SIM__8230-8230-279154-0024,22.785558996553828,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.36363636363636365,0.0,56.53777056194046,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0006_1580-141083-0022__T2__1580-1580-141083-0022__SIM__4446-4446-2271-0011,16.213544344607413,below_median,10.992472225523958,18.491478765117186,20.64248151413053,identity_disagreement_without_waveform_swap,0.0,0.4,0.4,0.0,38.49317957215388,0.42495131492614746,1580,4446,,,
similar_speaker,1089-134686-0006_4446-2271-0018__T1__1089-1089-134686-0006__SIM__8230-8230-279154-0000,21.301422060716614,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.25,0.0,54.38175503083456,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0006_4446-2271-0018__T2__4446-4446-2271-0018__SIM__4992-4992-41797-0013,-29.365429421626107,absolute_failure_lt0,10.992472225523958,18.491478765117186,20.64248151413053,non_mismatch_or_unconfirmed_failure,0.0,0.0,0.5,0.5,-40.16625449891489,0.4965977966785431,4446,4992,,,
similar_speaker,1089-134686-0007_1995-1836-0000__T1__1089-1089-134686-0007__SIM__8230-8230-279154-0024,22.80950906181496,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.14285714285714285,0.0,51.55150851373576,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0007_1995-1836-0000__T2__1995-1995-1836-0000__SIM__2094-2094-142345-0056,21.982794853725395,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,identity_disagreement_without_waveform_swap,0.0,0.3333333333333333,0.6666666666666666,0.0,52.12072497792381,0.399920254945755,1995,2094,,,
similar_speaker,1089-134686-0007_7021-85628-0018__T1__1089-1089-134686-0007__SIM__8230-8230-279154-0005,21.713855843422444,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.14285714285714285,0.0,54.783720196879486,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0007_7021-85628-0018__T2__7021-7021-85628-0018__SIM__5105-5105-28240-0009,17.201410107599447,below_median,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.06666666666666667,0.0,54.64792001569931,0.4939168095588684,7021,5105,,,
similar_speaker,1089-134686-0007_8455-210777-0052__T1__1089-1089-134686-0007__SIM__8230-8230-279154-0039,22.217647656625232,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.14285714285714285,0.0,58.491587140161336,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0007_8455-210777-0052__T2__8455-8455-210777-0052__SIM__1320-1320-122612-0002,20.271459697931014,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.375,0.0,48.669582916564956,0.4503328502178192,8455,1320,,,
similar_speaker,1089-134686-0008_672-122797-0007__T1__1089-1089-134686-0008__SIM__8230-8230-279154-0000,21.628164307821176,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.16666666666666666,0.0,52.888032814857155,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0008_672-122797-0007__T2__672-672-122797-0007__SIM__260-260-123288-0025,16.162629898306527,below_median,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,55.76377966044583,0.5427588224411011,672,260,,,
similar_speaker,1089-134686-0008_8230-279154-0012__T1__1089-1089-134686-0008__SIM__8230-8230-279154-0004,21.853851418444425,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.16666666666666666,0.0,56.334446024895726,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0008_8230-279154-0012__T2__8230-8230-279154-0012__SIM__61-61-70968-0054,18.52846296058807,normal_mid,10.992472225523958,18.491478765117186,20.64248151413053,single_verifier_instability,0.0,0.0,0.5,0.0,49.261432020860376,0.5174779295921326,8230,61,,,
similar_speaker,1089-134686-0010_4507-16021-0023__T1__1089-1089-134686-0010__SIM__8230-8230-279154-0022,23.447167998626632,strong_upper_quartile,10.992472225523958,18.491478765117186,20.64248151413053,no_confirmed_mismatch,0.0,0.0,0.0,0.0,50.738523709217866,0.4516007602214813,1089,8230,,,
similar_speaker,1089-134686-0010_4507-16021-0023__T2__4507-4507-16021-0023__SIM__3729-3729-6852-0013,12.702447491226183,below_median,10.992472225523958,18.491478765117186,20.64248151413053,identity_disagreement_without_waveform_swap,0.0,0.2,0.6,0.0,37.12655276874561,0.5184850692749023,4507,3729,,,
