key,target_text,tfmap_sisnr_i,context_sisnr_i,usef_sisnr_i,tfmap_content_rate,context_content_rate,usef_content_rate,tfmap_joint_rate,context_joint_rate,usef_joint_rate,tfmap_speaker_rate,context_speaker_rate,usef_speaker_rate,usef_recovery_margin,tfmap_est,context_est,usef_est,target_ref,synthetic_interferer
1089-134686-0004_1284-1180-0027__T2__SCV2TTS__1284-1284-1180-0027__VOICE__1089,YET THAT TASK WAS NOT SO EASY AS YOU MAY SUPPOSE,6.8503449250494635,-6.26278800123654,10.205804490645251,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/1089-134686-0004_1284-1180-0027__T2__SCV2TTS__1284-1284-1180-0027__VOICE__1089.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/1089-134686-0004_1284-1180-0027__T2__SCV2TTS__1284-1284-1180-0027__VOICE__1089.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/usef/inference_full/est_wav/1089-134686-0004_1284-1180-0027__T2__SCV2TTS__1284-1284-1180-0027__VOICE__1089.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/1089-134686-0004_1284-1180-0027__T2__SCV2TTS__1284-1284-1180-0027__VOICE__1089.wav,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/1089-134686-0004_1284-1180-0027__T2__SCV2TTS__1284-1284-1180-0027__VOICE__1089.wav
1089-134686-0007_7021-85628-0018__T1__SCV2TTS__1089-1089-134686-0007__VOICE__7021,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,-0.31136254794852547,0.7859709990791723,7.465627680914546,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/1089-134686-0007_7021-85628-0018__T1__SCV2TTS__1089-1089-134686-0007__VOICE__7021.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/1089-134686-0007_7021-85628-0018__T1__SCV2TTS__1089-1089-134686-0007__VOICE__7021.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/usef/inference_full/est_wav/1089-134686-0007_7021-85628-0018__T1__SCV2TTS__1089-1089-134686-0007__VOICE__7021.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/1089-134686-0007_7021-85628-0018__T1__SCV2TTS__1089-1089-134686-0007__VOICE__7021.wav,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/1089-134686-0007_7021-85628-0018__T1__SCV2TTS__1089-1089-134686-0007__VOICE__7021.wav
1089-134686-0007_8455-210777-0052__T1__SCV2TTS__1089-1089-134686-0007__VOICE__8455,A COLD LUCID INDIFFERENCE REIGNED IN HIS SOUL,0.22549023003014967,2.0325564910371003,7.517271972853537,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/1089-134686-0007_8455-210777-0052__T1__SCV2TTS__1089-1089-134686-0007__VOICE__8455.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/1089-134686-0007_8455-210777-0052__T1__SCV2TTS__1089-1089-134686-0007__VOICE__8455.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/usef/inference_full/est_wav/1089-134686-0007_8455-210777-0052__T1__SCV2TTS__1089-1089-134686-0007__VOICE__8455.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/1089-134686-0007_8455-210777-0052__T1__SCV2TTS__1089-1089-134686-0007__VOICE__8455.wav,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/1089-134686-0007_8455-210777-0052__T1__SCV2TTS__1089-1089-134686-0007__VOICE__8455.wav
1089-134686-0033_1320-122612-0001__T1__SCV2TTS__1089-1089-134686-0033__VOICE__1320,A GREAT SAINT SAINT FRANCIS XAVIER,5.938503215797896,2.882948066807893,10.214628306306809,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/1089-134686-0033_1320-122612-0001__T1__SCV2TTS__1089-1089-134686-0033__VOICE__1320.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/1089-134686-0033_1320-122612-0001__T1__SCV2TTS__1089-1089-134686-0033__VOICE__1320.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/usef/inference_full/est_wav/1089-134686-0033_1320-122612-0001__T1__SCV2TTS__1089-1089-134686-0033__VOICE__1320.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/1089-134686-0033_1320-122612-0001__T1__SCV2TTS__1089-1089-134686-0033__VOICE__1320.wav,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/1089-134686-0033_1320-122612-0001__T1__SCV2TTS__1089-1089-134686-0033__VOICE__1320.wav
1089-134686-0036_6930-75918-0008__T1__SCV2TTS__1089-1089-134686-0036__VOICE__6930,A GREAT SAINT SAINT FRANCIS XAVIER,10.337048256795105,-8.00922822600348,11.980269818082158,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/1089-134686-0036_6930-75918-0008__T1__SCV2TTS__1089-1089-134686-0036__VOICE__6930.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/1089-134686-0036_6930-75918-0008__T1__SCV2TTS__1089-1089-134686-0036__VOICE__6930.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/usef/inference_full/est_wav/1089-134686-0036_6930-75918-0008__T1__SCV2TTS__1089-1089-134686-0036__VOICE__6930.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/1089-134686-0036_6930-75918-0008__T1__SCV2TTS__1089-1089-134686-0036__VOICE__6930.wav,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/1089-134686-0036_6930-75918-0008__T1__SCV2TTS__1089-1089-134686-0036__VOICE__6930.wav
121-127105-0028_4507-16021-0025__T2__SCV2TTS__4507-4507-16021-0025__VOICE__121,TO MEET THE NEEDS OF THIS CONFLICT WRETCHEDNESS HAS INVENTED A LANGUAGE OF COMBAT WHICH IS SLANG,-1.2177624981317465,1.826353845504877,8.641588803406789,1.0,1.0,0.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.08333333333333333,1.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/121-127105-0028_4507-16021-0025__T2__SCV2TTS__4507-4507-16021-0025__VOICE__121.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/121-127105-0028_4507-16021-0025__T2__SCV2TTS__4507-4507-16021-0025__VOICE__121.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/usef/inference_full/est_wav/121-127105-0028_4507-16021-0025__T2__SCV2TTS__4507-4507-16021-0025__VOICE__121.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/121-127105-0028_4507-16021-0025__T2__SCV2TTS__4507-4507-16021-0025__VOICE__121.wav,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/121-127105-0028_4507-16021-0025__T2__SCV2TTS__4507-4507-16021-0025__VOICE__121.wav
1221-135767-0008_5683-32865-0011__T2__SCV2TTS__5683-5683-32865-0011__VOICE__1221,WHEREUPON LAKE LAUGHED QUIETLY STILL LOOKING ON THE ACE OF HEARTS WITH HIS SLY EYES,5.060225042462546,-2.2599953003341744,10.216651062574135,0.8571428571428571,1.0,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.14285714285714285,1.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/1221-135767-0008_5683-32865-0011__T2__SCV2TTS__5683-5683-32865-0011__VOICE__1221.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/1221-135767-0008_5683-32865-0011__T2__SCV2TTS__5683-5683-32865-0011__VOICE__1221.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/usef/inference_full/est_wav/1221-135767-0008_5683-32865-0011__T2__SCV2TTS__5683-5683-32865-0011__VOICE__1221.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/1221-135767-0008_5683-32865-0011__T2__SCV2TTS__5683-5683-32865-0011__VOICE__1221.wav,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/1221-135767-0008_5683-32865-0011__T2__SCV2TTS__5683-5683-32865-0011__VOICE__1221.wav
1221-135767-0009_237-134500-0033__T2__SCV2TTS__237-237-134500-0033__VOICE__1221,I WISH YOU WEREN'T SO RESTLESS AND DIDN'T GET SO WORKED UP OVER THINGS SHE SAID SADLY,0.0768770904272803,7.427149165153147,9.66391411362276,1.0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/1221-135767-0009_237-134500-0033__T2__SCV2TTS__237-237-134500-0033__VOICE__1221.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/1221-135767-0009_237-134500-0033__T2__SCV2TTS__237-237-134500-0033__VOICE__1221.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/usef/inference_full/est_wav/1221-135767-0009_237-134500-0033__T2__SCV2TTS__237-237-134500-0033__VOICE__1221.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/1221-135767-0009_237-134500-0033__T2__SCV2TTS__237-237-134500-0033__VOICE__1221.wav,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/1221-135767-0009_237-134500-0033__T2__SCV2TTS__237-237-134500-0033__VOICE__1221.wav
1221-135767-0024_2094-142345-0028__T2__SCV2TTS__2094-2094-142345-0028__VOICE__1221,NO NO NO TOTTY UD GET HER FEET WET SAID MISSUS POYSER CARRYING AWAY HER IRON,1.983833170299135,-3.0677068177381988,5.730668066285191,0.8571428571428571,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/1221-135767-0024_2094-142345-0028__T2__SCV2TTS__2094-2094-142345-0028__VOICE__1221.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/1221-135767-0024_2094-142345-0028__T2__SCV2TTS__2094-2094-142345-0028__VOICE__1221.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/usef/inference_full/est_wav/1221-135767-0024_2094-142345-0028__T2__SCV2TTS__2094-2094-142345-0028__VOICE__1221.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/1221-135767-0024_2094-142345-0028__T2__SCV2TTS__2094-2094-142345-0028__VOICE__1221.wav,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/1221-135767-0024_2094-142345-0028__T2__SCV2TTS__2094-2094-142345-0028__VOICE__1221.wav
1284-1180-0017_2094-142345-0001__T2__SCV2TTS__2094-2094-142345-0001__VOICE__1284,BUT THE WINDOWS ARE PATCHED WITH WOODEN PANES AND THE DOOR I THINK IS LIKE THE GATE IT IS NEVER OPENED,1.3186612123674637,0.6224200779681743,9.184338508629102,0.8,1.0,0.0,0.4,0.6,0.0,0.0,0.0,0.3,1.0,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/tfmap/inference_full/est_wav/1284-1180-0017_2094-142345-0001__T2__SCV2TTS__2094-2094-142345-0001__VOICE__1284.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/context/inference_full/est_wav/1284-1180-0017_2094-142345-0001__T2__SCV2TTS__2094-2094-142345-0001__VOICE__1284.wav,/data/tse_cue_project/experiments/normal_basic_single_cue_content_diagnostic/similar_content_v2_tts/usef/inference_full/est_wav/1284-1180-0017_2094-142345-0001__T2__SCV2TTS__2094-2094-142345-0001__VOICE__1284.wav,/data/tse_cue_project/datasets/Libri2Mix_similar_content_v2_tts/clean/test/wav16k/min/test/s1/1284-1180-0017_2094-142345-0001__T2__SCV2TTS__2094-2094-142345-0001__VOICE__1284.wav,/data/tse_cue_project/manifests/librimix_similar_content_v2_tts/clean/test/synthetic_interferer/1284-1180-0017_2094-142345-0001__T2__SCV2TTS__2094-2094-142345-0001__VOICE__1284.wav
